dist_name,reg_name,indicator,value,basis
Tanganyika,Katavi,zoonoses,4,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Arumeru,Arusha,zoonoses,6,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Mpanda,Katavi,zoonoses,4,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Kalambo,Rukwa,zoonoses,4,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Sumbawanga,Rukwa,zoonoses,4,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Iringa,Iringa,zoonoses,4,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Nkasi,Rukwa,zoonoses,4,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Mufindi,Iringa,zoonoses,4,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Kilolo,Iringa,zoonoses,4,"2020 desert-locust invasion (north), fall armyworm (maize belts), livestock disease (pastoral), tsetse (west)"
Rombo,Kilimanjaro,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Momba,Songwe,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Songwe,Songwe,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Same,Kilimanjaro,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Njombe,Njombe,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mbozi,Songwe,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mwanga,Kilimanjaro,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Ludewa,Njombe,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Ileje,Songwe,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Hai,Kilimanjaro,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Makete,Njombe,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Moshi,Kilimanjaro,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Wanging'ombe,Njombe,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Siha,Kilimanjaro,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Namtumbo,Ruvuma,earthquake,4,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Songea,Ruvuma,earthquake,4,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Tunduru,Ruvuma,earthquake,4,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Nyasa,Ruvuma,earthquake,4,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mbinga,Ruvuma,earthquake,4,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kiteto,Manyara,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Hanang,Manyara,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Babati,Manyara,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Simanjiro,Manyara,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Missenyi,Kagera,earthquake,7,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mbulu,Manyara,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Biharamulo,Kagera,earthquake,7,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Muleba,Kagera,earthquake,7,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kyerwa,Kagera,earthquake,7,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Ngara,Kagera,earthquake,7,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Bukoba,Kagera,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Karagwe,Kagera,earthquake,7,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mkalama,Singida,earthquake,5,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Manyoni,Singida,earthquake,5,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Ikungi,Singida,earthquake,5,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Iramba,Singida,earthquake,5,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Singida,Singida,earthquake,5,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kigoma,Kigoma,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kasulu,Kigoma,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mbarali,Mbeya,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kibondo,Kigoma,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Rungwe,Mbeya,earthquake,7,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kyela,Mbeya,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mbeya,Mbeya,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kakonko,Kigoma,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Chunya,Mbeya,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Buhigwe,Kigoma,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Uvinza,Kigoma,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Ngorongoro,Arusha,earthquake,7,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Arusha,Arusha,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Longido,Arusha,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Karatu,Arusha,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mlele,Katavi,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Monduli,Arusha,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Tanganyika,Katavi,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Arumeru,Arusha,earthquake,6,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mpanda,Katavi,earthquake,8,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kalambo,Rukwa,earthquake,9,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Sumbawanga,Rukwa,earthquake,9,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Iringa,Iringa,earthquake,5,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Nkasi,Rukwa,earthquake,9,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Mufindi,Iringa,earthquake,5,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Kilolo,Iringa,earthquake,5,"East African Rift seismicity — western branch highest (Tanganyika-Rukwa, PGA>0.32g); 2016 Kagera Mw5.9"
Momba,Songwe,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Songwe,Songwe,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Njombe,Njombe,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mbozi,Songwe,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Ludewa,Njombe,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Ileje,Songwe,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Makete,Njombe,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Wanging'ombe,Njombe,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Namtumbo,Ruvuma,wildfire,7,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Nzega,Tabora,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Uyui,Tabora,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Songea,Ruvuma,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Igunga,Tabora,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Tunduru,Ruvuma,wildfire,7,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Sikonge,Tabora,wildfire,7,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Nyasa,Ruvuma,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Urambo,Tabora,wildfire,7,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mbinga,Ruvuma,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kaliua,Tabora,wildfire,7,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Tabora,Tabora,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kiteto,Manyara,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Hanang,Manyara,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Babati,Manyara,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Simanjiro,Manyara,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mbulu,Manyara,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mkalama,Singida,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Manyoni,Singida,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Ikungi,Singida,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Iramba,Singida,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Singida,Singida,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Chemba,Dodoma,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kilombero,Morogoro,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Bahi,Dodoma,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Morogoro,Morogoro,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Dodoma,Dodoma,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kilosa,Morogoro,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Chamwino,Dodoma,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kongwa,Dodoma,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Gairo,Morogoro,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mpwapwa,Dodoma,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mvomero,Morogoro,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kondoa,Dodoma,wildfire,4,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Malinyi,Morogoro,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Ulanga,Morogoro,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kigoma,Kigoma,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kasulu,Kigoma,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mbarali,Mbeya,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kibondo,Kigoma,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Rungwe,Mbeya,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kyela,Mbeya,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mbeya,Mbeya,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kakonko,Kigoma,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Chunya,Mbeya,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Buhigwe,Kigoma,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Uvinza,Kigoma,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mlele,Katavi,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Tanganyika,Katavi,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mpanda,Katavi,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Nachingwea,Lindi,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Liwale,Lindi,wildfire,7,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Ruangwa,Lindi,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kilwa,Lindi,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Lindi,Lindi,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kalambo,Rukwa,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Sumbawanga,Rukwa,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Iringa,Iringa,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Nkasi,Rukwa,wildfire,6,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Mufindi,Iringa,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Kilolo,Iringa,wildfire,5,Miombo woodland fire regime — western/southern dry-season burning (MODIS/VIIRS refine pending)
Rombo,Kilimanjaro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Same,Kilimanjaro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mwanga,Kilimanjaro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Hai,Kilimanjaro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Moshi,Kilimanjaro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Misungwi,Mwanza,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Siha,Kilimanjaro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kigamboni,Dar es Salaam,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Nyamagana,Mwanza,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Temeke,Dar es Salaam,vehicleAccidents,5,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kwimba,Mwanza,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Sengerema,Mwanza,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Ubungo,Dar es Salaam,vehicleAccidents,5,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Ilemela,Mwanza,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Ilala,Dar es Salaam,vehicleAccidents,5,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Ukerewe,Mwanza,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kinondoni,Dar es Salaam,vehicleAccidents,5,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Magu,Mwanza,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mkinga,Tanga,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kiteto,Manyara,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Lushoto,Tanga,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Korogwe,Tanga,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Muheza,Tanga,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Hanang,Manyara,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Tanga,Tanga,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Babati,Manyara,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Pangani,Tanga,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Simanjiro,Manyara,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Handeni,Tanga,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mbulu,Manyara,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kilindi,Tanga,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mkalama,Singida,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Manyoni,Singida,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Ikungi,Singida,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Iramba,Singida,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Singida,Singida,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Chemba,Dodoma,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kilombero,Morogoro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Bahi,Dodoma,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Morogoro,Morogoro,vehicleAccidents,5,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Dodoma,Dodoma,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kilosa,Morogoro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Chamwino,Dodoma,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kongwa,Dodoma,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Gairo,Morogoro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mpwapwa,Dodoma,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mvomero,Morogoro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kondoa,Dodoma,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Malinyi,Morogoro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Ulanga,Morogoro,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mbarali,Mbeya,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Rungwe,Mbeya,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kyela,Mbeya,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mbeya,Mbeya,vehicleAccidents,5,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Chunya,Mbeya,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kibaha,Pwani,vehicleAccidents,5,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Ngorongoro,Arusha,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kisarawe,Pwani,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Arusha,Arusha,vehicleAccidents,5,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Longido,Arusha,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Bagamoyo,Pwani,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Karatu,Arusha,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mafia,Pwani,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Monduli,Arusha,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kibiti,Pwani,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Arumeru,Arusha,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mkuranga,Pwani,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Rufiji,Pwani,vehicleAccidents,4,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Iringa,Iringa,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Mufindi,Iringa,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
